내용,대입연도,대학명,모집단위,전형명
Q : 디지스트에 지원한 이유는?,2021,DGIST,기초학부,학생부종합 학교장추천전형
Q : 정보화 교육 개인 봉사를 하게 된 계기는?,2021,DGIST,기초학부,학생부종합 학교장추천전형
"Q : 봉사를 하면서 뿌듯했던 것, 힘들었던 점",2021,DGIST,기초학부,학생부종합 학교장추천전형
Q : 동아리 활동하면서 부장으로서 힘들었던 점과 해결 방법,2021,DGIST,기초학부,학생부종합 학교장추천전형
Q : 진로희망이 프로그래머라고 되어 있는데 구체적으로 어떤 분야?,2021,DGIST,기초학부,학생부종합 학교장추천전형
Q : 본인은 어떤 사람인가?(처음에 자신을 한 단어로 표현하라고 하셨다가 바꿈),2021,DGIST,기초학부,학생부종합 학교장추천전형
Q : 자신의 특성을 잘 드러낼 수 있는 일화,2021,DGIST,기초학부,학생부종합 학교장추천전형
Q : 마지막으로 하고 싶은 말은?,2021,DGIST,기초학부,학생부종합 학교장추천전형
Q : 함수의 극한과 연속에 대해 배우셨을텐데 함수의 수렴과 발산에 대해서 설명해보세요.,2021,DGIST,학교장추천전형,학교장추천전형
Q : x = -1에서 발산하는 함수의 예를 들어보세요. 그리고 그 함수의 좌극한과 우극한에 대해서 설명해보세요.,2021,DGIST,학교장추천전형,학교장추천전형
"Q : 물이 채워진 반원통이 있다고 생각할 때, 광원을 어디에 놓아야 전반사 현상이 일어나는지 이유와 함께 설명해주세요.",2021,DGIST,학교장추천전형,학교장추천전형
Q : 단진자 운동을 하는 물체의 역학적 에너지는 어디서 최대가 되나요?,2021,DGIST,학교장추천전형,학교장추천전형
Q : 용수철에 매달려 진동하는 물체의 역학적 에너지는 어디서 최대가 되나요?,2021,DGIST,학교장추천전형,학교장추천전형
"Q : 심화 수학, 고급 물리학 등 다양한 심화 수업을 이수하셨는데, 가장 기억에 남는 수업은 무엇이고 그것 을 통해 배울 수 있었던 점이 무엇인가요?",2021,DGIST,학교장추천전형,학교장추천전형
Q : 대학에서 배우는 과목에 대해 조사하는 활동을 했다고 생기부에 나와 있는데 이를 통해 느낀 점과 배운 점은 무엇인가요?,2021,DGIST,학교장추천전형,학교장추천전형
Q : 혹시 DGIST에 개설된 교과목에 대해서도 알아보셨나요? 어떤 과목에 가장 흥미를 느꼈나요?,2021,DGIST,학교장추천전형,학교장추천전형
"Q : 전자기유도가 무엇이고, 실생활에 쓰이는 사례는?",2021,DGIST,학생부종합,일반전형
Q : 휴대폰 무선충전기를 쓰면 어떤 원리로 충전 되나요?,2021,DGIST,학생부종합,일반전형
Q : 디지스트 지원 동기는?,2021,DGIST,학생부종합,일반전형
Q : 그래도 디지스트는 수학을 중점적으로 배울 환경이 안 될 수 있는데 괜찮나요?,2021,DGIST,학생부종합,일반전형
Q : 컴퓨터로 간단한 코딩이나 프로그래밍 같은 거 할 줄 아는 거 있나요?,2021,DGIST,학생부종합,일반전형
"Q : 수학, 과학에 비해 다른 과목 성적은 저조함. 디지스트에서 인문과목도 들어야 하는데 괜찮겠습니까?",2021,DGIST,학생부종합,일반전형
Q : 존경하는 수학자와 이유는?,2021,DGIST,학생부종합,일반전형
Q : 공부 말고 개인적으로 쉴 때는 어떤 것을 할 때 재밌나요?,2021,DGIST,학생부종합,일반전형
Q : 법선벡터 어떻게 나타내죠? (직접적으로 이렇게 물은건 아니고 법선벡터라고 명칭안하고 풀어서 말하심.),2021,DGIST,기초학부,일반 전형
"Q : 3차원 상에서 (x,y,z),(x1,y1,z1)이라고 하면 식으로 어떻게 나타내죠?",2021,DGIST,기초학부,일반 전형
Q : 두 평면 평행 어떻게 보이느냐?,2021,DGIST,기초학부,일반 전형
Q : 꼬인 위치 증명,2021,DGIST,기초학부,일반 전형
Q : 축전기 원리,2021,DGIST,기초학부,일반 전형
Q : 축전기 공식,2021,DGIST,기초학부,일반 전형
Q : 축전기 예시,2021,DGIST,기초학부,일반 전형
