내용,대입연도,대학명,모집단위,전형명
Q : 마지막으로 할 말씀 있으십니까?,2014,DGIST,경찰행정학과,학교생활우수자
"Q : [개별면접을 위한 문제풀이] 수학 A,B형 3문항씩, 선택한 과학 A,B형 3문학씩 이온화에너지란? 이온화에너지는 같은 주기에서 커지는 경향이 있다, 왜 그럴까? 2,13족과 15, 16족에서 이온화에너지경향이 벗어나는 이유는? 선체가 철인 배가 있는데, 아연을 연결한다. 이걸 왜 연결하지? 그리고 아연과 철에서 일어나는 반응은? 또 이와 반대로 양철은 철을 주석으로 도금한다. 만일 양철캔이 찌그러졌을 때 어떻게 되는가? 약산에 강염기를 적정한다, 완충용액이다. 이 산의 이온화반응은? 그리고 완충용량이 제일 클 때 pKa와 pH가 같은데 왜 그럴까?",2014,DGIST,기초학부,미래브레인추천
"Q : [개별면접을 위한 문제풀이] 수학 A,B형 3문항씩, 선택한 과학 A,B형 3문학씩   양초와 같은 원기둥에 종이를 말고, 단면이 원기둥의 밑면과  의 각을 이루도록 자르고 말아놓은 종이를 풀어놓았다. 이때, 이 종이의 잘린 모양에 대해 설명하시오.(원기둥 반지름은 1이다.)  어떤 한 과학자가 피부 노화에 관여하는 효소 M을 발견하고, 이 효소의 기질 결합부위에 결합할 것으로 예상되는 ‘화학물질’을 만들었다. 그리고 효소M과 실제 기질을 넣어 만든 반응용액을 따로 만들었다. 용액A는 DMSO유기용매와 반응용액을 섞어 만들었고 용액B는 DMSO유기용매에 ‘화학물질’을 녹이고, 반응용액과 섞어 만들었다. [그림1]은 실험결과인데, 이 실험의 결과가 예상과 다르게 나온 오류와 그 이유를 2가지 말하시오.",2014,DGIST,기초학부,미래브레인추천
"Q : [개별면접을 위한 문제풀이] 수학 A,B형 3문항씩, 선택한 과학 A,B형 3문학씩  공간좌표에서 두 직선의 벡터방정식을 구하고 교점을 찾아내는 문제  매우간단한 조건부확률문제  고난이도 변환 문제  철제 배의 음극화 보호와 통조림을 주석으로 도금하는 이유  완충용액을 만드는데 가장 적절한 조건.",2014,DGIST,기초학부,미래브레인추천
Q : 그럼 DGIST에 입학하게 되면 학업 외로 무슨 활동을 하고 싶니?,2014,DGIST,기초학부,미래브레인추천
Q : 고등학교 시절 고교범위를 벗어나서 과학을 탐구한 것이 있나요?,2014,DGIST,기초학부,미래브레인추천
Q : 만약 학생이 지금 중학생에게 세포공생설에 대해 설명하라고 하면 어떻게 할 것인가요?,2014,DGIST,기초학부,미래브레인추천
"Q : 지금 지원한 학교들 중에서 과기원의 비중이 높나요, 종합대의 비중이 높나요?
그렇다면 만약 학생이 지원한 학교에 모두 붙는다면 DGIST에는 10점 만점에 몇점을 줄건가요?
그 점이라면 3월에 모두 공사가 완공되니까 걱정하실 필요 없을거 같습니다. DGIST와 KAIST를 비교했을 때 DGIST의 장점이 뭐라고 생각하십니까?",2014,DGIST,기초학부,미래브레인추천
Q : 학생에게 리더십 분야에 대해 물어보라는 메신저(?)가(서류 심사 후 학생에게 꼭(?)물어보라는 뭔가가 있었던 거 같습니다.) 있는데 중학교 시절이 반장 했습니까?,2014,DGIST,기초학부,미래브레인추천
Q : 마지막으로 하고 싶은 말 해주세요.,2014,DGIST,기초학부,미래브레인추천
