내용,대입연도,대학명,모집단위,전형명
Q : [제시문] 요약 : 인간의 본성은 악하다. 민주주의에서는 이런 인간의 악함을 지배하거나 제어하려고 하지 않고 오히려 악함을 이용해 발전을 도모하려고 한다. 그런 차원에서 저자는 표현의 자유를 더 적극적으로 허용해야 한다고 본다. ex) 혐오발언에 있어서 규제하려고 하지 말고 오히려 메갈리아 등을 이용해서 여성 지위 발전을 도모해야 한다.,2020,DGIST,기초학부,학교장추천전형
Q : [질문] 제시문의 핵심어와 그 이유는?,2020,DGIST,기초학부,학교장추천전형
"Q : [질문] 이 글에서 인간의 본성을 어떻게 상정하고 있으며, 그 이유??였나",2020,DGIST,기초학부,학교장추천전형
Q : [질문] 저자의 관점에서 볼 때 사실 적시에 의한 명예훼손을 법으로 금지하는 것은 바람직한가??,2020,DGIST,기초학부,학교장추천전형
Q : [추가 질문] 그러면 표현의 자유를 전면적으로 허용하는 게 소통할 수 있게 해준다고 생각해요. 아니 면 갈등을 더 일으킨다고 생각해요?,2020,DGIST,기초학부,학교장추천전형
Q : 왜 디지스트에 지원했나요?,2020,DGIST,기초학부,학교장추천전형
Q : 디지스트에 들어와서 어떤 연구를 하고 싶나요?,2020,DGIST,기초학부,학교장추천전형
"Q : 심화 과목(화학실험, 생명실험 등)을 많이 수강했는데 하면서 특별히 어려웠던 경험 있나요?",2020,DGIST,기초학부,학교장추천전형
Q : 수학부터 풀래요? 화학부터 풀래요?,2020,DGIST,기초학부,학교장추천전형
Q : (조금 웃으심.. 당연히 화학부터 풀겠지.. 싶으셨을 듯) 화학 문제는 다 맞춘 거 같아서 풀이할 필요 없을,2020,DGIST,기초학부,학교장추천전형
Q : (???) 화학을 배우려는 사람이면 조금 더 화학 용어를 사용해서 설명해보세요.(약간 화나신 줄..),2020,DGIST,기초학부,학교장추천전형
Q : 그러면 몰농도와 몰랄 농도의 차이를 설명해보세요,2020,DGIST,기초학부,학교장추천전형
Q : 몰농도와 몰랄농도의 차이요.,2020,DGIST,기초학부,학교장추천전형
Q : 몰랄 농도에 대해서 잘 모르시는가 봐요?,2020,DGIST,기초학부,학교장추천전형
Q : 아 아직 시간 잠깐 남았으니 앉아보세요. 마지막으로 하고 싶은 말 있으면 해보세요.,2020,DGIST,기초학부,학교장추천전형
Q : [추가질문] 시위 등의 사회현상은 대의 민주주의의 성공이라고 볼 수 있는가? 뉴스 등에서 접한 사회 현상을 예로 들어 그 사회 현상이 대의 민주주의에서 의미하는 바를 설명해보라. <제시문 면접> 수학은 예전 기출과 비슷하게 나왔다. 확률과 통계와 미적분을 이용하여 푸는 문제였다.,2020,DGIST,기초학부,일반전형
"Q : [추가질문] 1.독립의 정의가 무엇인가? (아마 채점 기준에 이걸 말해야 했는데 안 말해서 물어보신 듯) 2.식으로 증명했는데, 문제에서 어차피 독립이라고 줬으니까 이를 이용해서 x와 y의 관계를 설명해보라. (정답이 x=y 인데, 그냥 독립의 정의를 이용하면 식 안 세워도 x=y 나온다는 걸 알려주려 하신 듯) 3.최댓값을 구할 때 고려해야 하는 것들이 뭐가 있을까?",2020,DGIST,기초학부,일반전형
"Q : [추가질문] 2.- 문제가 육지에서 사는 식물과 바다에서 사는 식물 비교하는 것이었는데, 아무리 생각해 도 문제의도를 모르겠어서 처음에 육상식물과 조류를 비교했다. 너무 어렵게 접근했다고 식물이 물속 에서 살게 되었을 때 육상이랑 차이점이 뭘 지 생각해보라하셔서 생각할 시간을 조금만 달라고 하고 생각해서 뿌리의 발달 정도, 관다발 발달 정도에 차이가 있을 것이라 수정해서 대답했다. 다행히 잘 대답했는지 그걸 원했던 거라고 말씀해주셨다. <서류면접>",2020,DGIST,기초학부,일반전형
"Q : 다양한 주제에 대해 탐구했던데, 그러면 하나에 꽂히는 것 없이 공부한 것 아닌가?",2020,DGIST,기초학부,일반전형
"Q : 진로를 계속 신약 개발로 생각했는데, 그럼 약대가 더 적합하지 않을까? (디지스트 지원이유 돌려말하기 같았다.)",2020,DGIST,기초학부,일반전형
"Q : 선생님이 추천서에 프리젠테이션 능력이 좋다고 적어주셨는데, 사례를 들 수 있나? (가장 당황스러웠던 질문. 추천서는 한 번도 안보고 갔는데...)",2020,DGIST,기초학부,일반전형
Q : 자신의 장단점이 무엇이라 생각하나요?,2020,GIST,기초교육학부,학교장추천
Q : 학창 시절 마음을 터놓고 대화를 나눌 만한 친구가 있나요?,2020,GIST,기초교육학부,학교장추천
Q : 과제 활동을 하면 다른 친구들과 갈등이 생길 수 있는데 이를 어떻게 해결하였나요?,2020,GIST,기초교육학부,학교장추천
"Q : 동아리에 어떤 사람이 특정 동아리 활동에 예산을 더 많이 편성하기를 바라며 돈을 기부했고, 6개의 동아리가 있을 경우 , 각 동아리들의 예산 편성에 대한 자기주장",2020,KAIST,기초학부,학교장추천전형
Q : 최소 두 동아리를 만족시킬 수 있는 합리적 예산 편성 방안 3가지?,2020,KAIST,기초학부,학교장추천전형
Q : [추가질문] 3가지 방식 중 특정 방식일 때는 불만이 있는 동아리가 발생할 것인데 이 때 대처는?,2020,KAIST,기초학부,학교장추천전형
Q : [추가질문] 동아리들의 주장을 떠나서 가장 합리적으로 생각되는 방안은?,2020,KAIST,기초학부,학교장추천전형
Q : 자소서를 보니 협력 탐구에 대해 좋은 생각을 가진 듯 한데 리더 한 명이 이끄는 방식과 모두가 같은 비중으로 참여하는 방식 중 어느 것이 좋다 생각하는가요?,2020,KAIST,기초학부,학교장추천전형
Q : 천동설 모형에 대하여 설명해 줄 수 있나요?,2020,KAIST,기초학부,학교장추천전형
Q : 자신의 장단점은?,2020,KAIST,기초학부,학교장추천전형
