내용,대입연도,대학명,모집단위,전형명
Q : (기본)가족의 한 사람에 대해 연명치료 중단(존엄사)을 결정해야 한다면 어떻게 하겠습니까? 그 이유 무엇입니까?,2010,계명대,계열공통,면접
"Q : (학업)타 대학과 비교하여, 계명대학교에 지원하게 된 동기를 말해 보십시오. ",2010,계명대,계열공통,면접
Q : (학업)본인이 지원한 전공을 선택하게 된 이유를 구체적으로 말해 보십시오.,2010,계명대,계열공통,면접
"Q : (학업)대학생활에서 장래를 위해 다양한 경험을 하는 것은 중요합니다. 한편, 자신의 뜻한 바를 이루기 위해 한 가지 목표에 집중하는 것도 중요합니다. 본인은 둘 중 어떤 것을 선택하겠습니까? 그 이유는 무엇입니까?",2010,계명대,계열공통,면접
"Q : (학업)입학 후 자신의 진로를 위해 실천해야 할 가장 중요한 것은 무엇이며, 이를 이루기 위해 저학년(1, 2학년) 때 해야 할 일과 고학년(3, 4학년) 때 해야 할 일에 대해 어떤 계획을 갖고 있습니까?",2010,계명대,계열공통,면접
Q : (학업)졸업 전에 전공 이외에 꼭 하고 싶은 공부나 이루고 싶은 것이 있다면 무엇입니까? 왜 그렇게 생각합니까?,2010,계명대,계열공통,면접
"Q : (학업)졸업 후 어떤 직업을 갖기를 원하며, 이것을 실현하기 위해 어떤 계획을 갖고 있습니까? ",2010,계명대,계열공통,면접
Q : (기본)본인이 생각하는 글로벌 인재의 조건은 무엇인지 말해 보시오. ,2010,계명대,계열공통,면접
Q : (기본)가족 외에 자신의 성격 형성에 가장 영향을 준 사람은 누구입니까? 그 사람이 어떤 영향을 주었습니까?,2010,계명대,계열공통,면접
Q : (기본)자신의 의견이 다수의 의견과 다를 경우 어떻게 할 것인지 말해 보시오.,2010,계명대,계열공통,면접
Q : (기본)가장 기억에 남는 단체 활동은 무엇입니까? 그 활동을 하면서 보람을 느꼈거나 후회를 했던 점에 대해 말해 보시오.,2010,계명대,계열공통,면접
Q : (기본)학내 체벌 금지 규정이 필요하다고 생각하십니까? 그 이유를 설명해 보시오.,2010,계명대,계열공통,면접
