내용,대입연도,대학명,모집단위,전형명
Q : DGIST에서 학생을 뽑아야 하는 이유가 뭔가요? 배수진 친 거 말고 (웃으면서 물으셨고 이때부터 분위기 좋아짐),2019,DGIST,기초학부  ,학교장 추천 전형 (미래 면접)
Q : 생기부에 진로희망이 의사라고 적어놓았는데 디지스트에 원서를 낸 이유가 있나요?,2019,DGIST,기초학부  ,학교장 추천 전형 (미래 면접)
Q : 제가 알기로는 의대에 입학하더라도 연구보다는 의사의 업무가 더 많은 것으로 아는데 그럼에도 불구하 고 의대를 낸 이유가 있나요?,2019,DGIST,기초학부  ,학교장 추천 전형 (미래 면접)
Q : 의대와 디지스트를 붙게 된다면 어디 갈 생각입니까?,2019,DGIST,기초학부  ,학교장 추천 전형 (미래 면접)
Q : 부모님이 반대하실텐데요?,2019,DGIST,기초학부  ,학교장 추천 전형 (미래 면접)
Q : 다른 대학은 어디 지원했어요?,2019,DGIST,기초학부  ,브레인전형
Q : 왜 ~꿈을 가지게 되었나요?,2019,DGIST,기초학부  ,브레인전형
Q : 00 책을 읽었는 데 작가가 누구지요?,2019,DGIST,기초학부  ,브레인전형
Q : 00 글을 읽었는데 어떤 내용입니까?,2019,DGIST,기초학부  ,브레인전형
Q : 자기소개서에 4차 산업혁명과 블록체인에 대해서 적었는데 둘 중 하나만 더 구체적으로 설명해보면?,2019,DGIST,기초학부  ,학교장 추천/브레인 면접
Q : 안녕하세요. 일어서서 바로 설명해주시죠.,2019,DGIST,기초학부  ,학교장 추천/브레인 면접
Q : 학생이 아니라 부모님께서 DGIST를 어떻게 아셨고 생각하시는지?,2019,DGIST,무학과 단일학부 ,브레인면접
Q : DGIST의 경우 학생이 말한대로 3학년이 되어서야 UGRP를 통해 실험을 진행함. 2학년까지는 실험을 진,2019,DGIST,무학과 단일학부 ,브레인면접
Q : 마지막으로 하고싶은 한마디?,2019,DGIST,무학과 단일학부 ,브레인면접
Q : 지원동기가 뭐죠?,2019,DGIST,무학과 단일학부 ,브레인면접
Q : 그래서 지원 동기는 그냥 캠프에서의 추억 때문인가요?,2019,DGIST,무학과 단일학부 ,브레인면접
Q : DGIST 말고 학교 어디넣으셨어요? (DGIST 고정 질문임.),2019,DGIST,무학과 단일학부 ,브레인면접
Q : 내신이 좋은데 왜???(제가 당황할 정도로 놀라셨습니다... 태도가 바뀌심),2019,DGIST,무학과 단일학부 ,브레인면접
Q : 그렇죠. 그러면 ?와 ?가 무엇이고 그게 변하는 경우는 어떤 게 있을까요? (3번 문제와 관련해서),2019,KAIST,융합기초학부  ,고른기회전형
Q : 그렇지. 정부규제. 그럼 ?는?,2019,KAIST,융합기초학부  ,고른기회전형
Q : 포스텍 설명회에 매년 참가했다... 포스텍이 그렇게 좋아요?,2019,KAIST,융합기초학부  ,고른기회전형
Q : 노는 게 별로 안좋은 가봐? (하하하) 그래 학생의 부담을 줄여주려하고 있지. 학교 다닐 때 기억나는 활 동은?,2019,POSTECH,단일학과  ,일반전형
Q : 학교 다닐 때 별명이 수학머신인데? (하하하),2019,POSTECH,단일학과  ,일반전형
Q : (옆 면접관에게)뭐 더 물어볼 것 없으세요?,2019,POSTECH,단일학과  ,일반전형
Q : 학교 다닐 때 어떤 과목을 가장 좋아했나요?,2019,POSTECH,단일학과  ,일반전형
