내용,대입연도,대학명,모집단위,전형명
Q : 분할에서 왜 중복이 되어서 2를 나누었지?,2018,DGIST,기초학부,일반전형 (브레인면접)
"Q : 원래 그 문제는 조건부확률 문제였는데, 조건부확률의 정의가 뭐야?",2018,DGIST,기초학부,일반전형 (브레인면접)
Q : 맞습니다. 그 다음 화학 풀어보세요.,2018,DGIST,기초학부,일반전형 (브레인면접)
Q : ○○고등학교가 어디에 있어요? 장점이 뭐에요?,2018,DGIST,기초학부,일반전형 (브레인면접)
Q : 왜 여기 지원했습니까?,2018,DGIST,기초학부,일반전형 (브레인면접)
Q : 디지스트는 어떻게 알게 되었습니까?,2018,DGIST,기초학부,일반전형 (브레인면접)
Q : 디지스트 오면 뭐하고 싶습니까?,2018,DGIST,기초학부,일반전형 (브레인면접)
Q : 마지막으로 디지스트가 왜 학생을 뽑아야 하는지 말해보세요.,2018,DGIST,기초학부,일반전형 (브레인면접)
Q : ▣ [지문] 과학과 예술의 관계에 대해 말해보기,2018,DGIST,기초학부,일반전형 (브레인면접)
Q : 어디서 왔어요?,2018,DGIST,기초학부,일반전형 (브레인면접)
Q : 스트레스를 해소하는 본인만의 방법이 있나요?,2018,DGIST,기초학부,일반전형 (브레인면접)
Q : 친구와 진로에 대해 이야기해본 적이 있나요?,2018,DGIST,기초학부,일반전형 (브레인면접)
Q : 디지스트에 끌린 이유?,2018,DGIST,기초학부,미래브레인추천전형
Q : 대학에 와서 하고 싶은 건?,2018,DGIST,기초학부,미래브레인추천전형
"Q : 대학원 이야기가 생기부에 있던데, 구체적으로 디지스트에 어떤 랩실이 있고 뭘 연구하는지 알아봤는지?",2018,DGIST,기초학부,미래브레인추천전형
Q : 응용물리와 순수물리 둘 중 어디에 관심이 더 많은지?,2018,DGIST,기초학부,미래브레인추천전형
Q : 본교에 진학하면 대학원에서 물리 분야 선택에 불리함이 있을 텐데 괜찮은지?,2018,DGIST,기초학부,미래브레인추천전형
Q : 대학은 어디 어디 넣었어요?,2018,DGIST,기초학부,미래브레인추천전형
Q : 메이저 대학은 다 넣었네... 다 붙으면 어디 갈 거예요? (옆 교수님: 서울대 가겠죠 뭐....) ,2018,DGIST,기초학부,미래브레인추천전형
"Q : ▣ [지문] (수학) 이차함수:f, 불연속인 함수:g를 주고 f*g가 미분 가능한 구간 찾고 그래프 그리기 ",2018,DGIST,기초학부,미래브레인추천전형
