내용,대입연도,대학명,모집단위,전형명
Q : 싸이의 강남스타일이 우리에게 주는 메시지는?,2012,계명대,[공통문항],잠재능력우수자
Q : 싸이의 강남스타일처럼 자신만의 스타일을 추구한 경험?,2012,계명대,[공통문항],잠재능력우수자
Q : 강남스타일을 패러디한다면?,2012,계명대,[공통문항],잠재능력우수자
Q : 싸이의 강남스타일이 우리에게 주는 메시지는?,2012,계명대,[공통문항],잠재능력우수자
Q : 다른 사람들이 모두 중요하게 생각하지만 본인은 중요하게 생각하지 않는것,2012,계명대,간호학과,잠재능력우수자
Q : 국가가 계속해서 전력을 제한한다면 본인은 무엇을 해야하나?,2012,계명대,간호학과,잠재능력우수자
Q : 원자력 찬반,2012,계명대,간호학과,잠재능력우수자
Q : 자신의 장점,2012,계명대,간호학과,잠재능력우수자
"Q : 자기소개, 지원동기",2012,계명대,간호학과,잠재능력우수자
Q : 간호사로서의 사회적 책임,2012,계명대,간호학과,잠재능력우수자
Q : (기본)올해 계획한 일 중에서 가장 잘한 일과 못한 일에 대해 이야기해보시오. ,2012,계명대,계열공통,면접
Q : (학업)장래 이루고 싶은 꿈이 무엇입니까? 지원학과와 관련지어 설명해보시오.,2012,계명대,계열공통,면접
Q : (학업)졸업 후 자신의 전공 지식과 재능으로 지역사회 발전에 어떻게 기여할 계획입니까?,2012,계명대,계열공통,면접
Q : (학업)자신의 잠재력을 개발하기 위해 향후 어떤 노력을 할 계획입니까?,2012,계명대,계열공통,면접
Q : (학업)최근 접한 뉴스 중 자신이 전공하려는 분야와 관련된 것에 대해 이야기해보시오.,2012,계명대,계열공통,면접
Q : (학업)고교시절 가장 어려웠던 과목이 무엇입니까? 그 어려움을 극복하기 위해 어떤 노력을 했습니까?,2012,계명대,계열공통,면접
Q : (학업)현재 실시되고 영어교육의 문제점과 개선점에 대하여 말해보시오.,2012,계명대,계열공통,면접
Q : (기본)삶의 진정한 행복이 무엇이라고 생각하는지 말해 보시오.,2012,계명대,계열공통,면접
Q : (기본)사회적으로 성공하는 길과 도덕적으로 올바르게 사는 길 중 어느 것이 더 중요하다고 생각하는지 말해 보시오.,2012,계명대,계열공통,면접
"Q : (기본)학창시절 가장 힘들었던 일은 무엇이며, 그것을 어떻게 극복했는지 설명해 보시오.",2012,계명대,계열공통,면접
Q : (기본)자신의 삶에 있어서 전환점이 된 사건이나 경험에 대해 말해 보시오.,2012,계명대,계열공통,면접
Q : (기본)자신의 장점이 무엇입니까? 그 장점이 인생에 어떤 도움이 될 수 있다고 생각하는지 말해 보시오.,2012,계명대,계열공통,면접
Q : 후쿠시마원전사태에 관련된 질문들,2012,계명대,패션마케팅학과,일반전형
Q : 자신이 가장 중요하게 생각하는 가치관,2012,계명대,행정학과,잠재능력우수자
Q : 가족관계,2012,계명대,행정학과,잠재능력우수자
Q : 지방분권에 대하여,2012,계명대,행정학과,잠재능력우수자
Q : 행정기관의 세종시 이전에 관한 나의 생각,2012,계명대,행정학과,잠재능력우수자
Q : 자신의 스타일과 다른 사람의 스타일이 다를 때는?,2012,계명대,호텔관광학과,잠재능력우수자
Q : 호텔리어가 되기 위한 자질?,2012,계명대,호텔관광학과,잠재능력우수자
Q : 왜 호텔리어가 되고 싶은가?,2012,계명대,호텔관광학과,잠재능력우수자
Q : 진료받은 경험,2012,대구가톨릭대,간호학과,사랑봉사창의전형
Q : 실장으로서의 경험,2012,대구가톨릭대,간호학과,사랑봉사창의전형
Q : 간호사에게 가장 필요한 과목,2012,대구가톨릭대,간호학과,사랑봉사창의전형
"Q : 지원동기, 학업계획, 추천인, 왜 추천해주었다고 생각하는가?",2012,대구가톨릭대,간호학과,적성우수자전형
Q : 간호사의 직업상 덕목,2012,대구가톨릭대,간호학과,적성우수자전형
Q : 지원동기,2012,대구가톨릭대,심리학과,적성우수자전형
Q : 심리학과가 뭐라고 생각하나?,2012,대구가톨릭대,심리학과,적성우수자전형
Q : 예시문제 10개 중 가장 자신있는 거 하나 선택해서 설명하시오.,2012,대구가톨릭대,심리학과,적성우수자전형
Q : 지원동기,2012,대구가톨릭대,유아교육학과,사랑봉사창의전형
Q : 유치원교사의 자질은?,2012,대구가톨릭대,유아교육학과,사랑봉사창의전형
"Q : 봉사활동이 많은데, 봉사활동 하면서 느낀점?",2012,대구가톨릭대,유아교육학과,사랑봉사창의전형
Q : 생기부 독서활동 중 책 읽고 느낀점,2012,대구가톨릭대,유아교육학과,사랑봉사창의전형
Q : 2학년이 되어 어떤 과에 갈건가?,2012,대구가톨릭대,인문자율전공,적성우수자전형
"Q : 자신의 장단점, 단점을 고치기 위해서 할일",2012,대구대,국제한국어교육학과,일반전형1
Q : 과학이 발전할 수록 행복해진다'에 대해 동의하는가?,2012,대구대,국제한국어교육학과,일반전형1
Q : 전자통신기기 발달로 일어나는 사회문제와 해결방안,2012,대구대,국제한국어교육학과,일반전형1
Q : 자신의 꿈과 그 꿈을 이룬 뒤 이웃에게 도움이 되는 것?,2012,대구대,영어영문학과,일반전형1
Q : 주 5일제가 삶에 미치는 영향?,2012,대구대,영어영문학과,일반전형1
"Q : 다문화 사회의 문제점과 그 예, 해결방안",2012,대구대,영어영문학과,일반전형1
"Q : 1학년 때와 2학년 때의 장래희망이 다른데, 바뀐 동기?",2012,대구대,유아특수교육학과,DU자기추천자
Q : 유아특수교육과에 지원한 동기와 이 과를 나와서 하고 싶은 일?,2012,대구대,유아특수교육학과,DU자기추천자
Q : 고령화가 진행되면서 기업에서의 고용기간도 길어지는데 이에 대한 나의 생각은?,2012,대구대,유아특수교육학과,DU자기추천자
Q : 잘 걷지 못하거나 말을 못하는 아이들에게 어떻게 가르칠 것인가?,2012,대구대,유아특수교육학과,DU자기추천자
Q : 스마트폰 장단점,2012,대구대,직업재활학과,DU자기추천자
Q : 장애인 고용문제,2012,대구대,직업재활학과,DU자기추천자
Q : 자기가 하고 싶은 직업과 그 직업이 이웃에게 미치는 영향?,2012,대구대,직업재활학과,일반전형1
Q : 주 5일제가 삶에 미치는 영향?,2012,대구대,직업재활학과,일반전형1
Q : 지구온난화를 과학적원리로 설명하고 예를 드시오.,2012,대구대,직업재활학과,일반전형1
Q : 자기소개,2012,영남대,심리학과,일반전형
Q : 파블로브의 반사신경 운동이 인간 습관화에 미치는 영향,2012,영남대,심리학과,일반전형
Q : 자율성의 욕구란 무엇이며 그것을 충족시키는 조건은?,2012,영남대,심리학과,일반전형
Q : 영남대 심리학과에 지원하게 된 동기가 뭡니까?,2012,영남대,심리학과,일반전형
Q : [연계질문]어떤 책을 읽었습니까?,2012,영남대,심리학과,일반전형
Q : [연계질문]성격장애에는 어떤 것이 있는지?,2012,영남대,심리학과,일반전형
Q : 인간의 몸과 마음은 어떤 관련이 있는가?,2012,영남대,심리학과,일반전형
Q : 싸이의 강남 스타일이 세계적으로 유명해지게 된 데 가장 큰 기여를 한 매체는?,2012,영남대,언론정보학과,일반전형
