내용,대입연도,대학명,모집단위,전형명
Q : 마지막으로 하고 싶은 말,2016,DGIST,기초학부,미래 브레인 1
Q : 물리B형은 롤러코스터 관련 문제가 나왔었다.,2016,DGIST,기초학부,미래 브레인 1
Q : 용수철과 부력을 섞어서 문제를 냈다. 복잡하게 보여도 단순하게 힘을 계산하여 유체와 물체의 밀도를 구하는 문제였다.,2016,DGIST,기초학부,미래 브레인 1
Q : 용수철에 대한 문제가 나왔다.,2016,DGIST,기초학부,미래 브레인 1
Q : 입학한 후에 우리들의 수업을 따라올 수 있을지? (아마 이 질문은 내가 수학문제를 너무 못 풀어서 하셨던 것 같다.),2016,DGIST,기초학부,미래 브레인 1
Q : 지금은 교육과정에서 사라진 마찰력에 대한 문제가 나왔는데 아마 교수님들이 마찰이 교육과정에서 사라진 줄 모르셨던 것 같다.,2016,DGIST,기초학부,미래 브레인 1
Q : 지원동기,2016,DGIST,기초학부,미래 브레인 1
Q : 디지스트의 설립이념에 대한 토의,2016,DGIST,기초학부,미래브레인추천전형
Q : [추가] 우리 사회내 배려정신이 필요한 이유?,2016,DGIST,기초학부,미래브레인추천전형
Q : DGIST지원동기,2016,DGIST,기초학부,미래브레인추천전형
Q : 디지스트로 꼭 올겁니까?,2016,DGIST,기초학부,미래브레인추천전형
Q : 모의고사 성적은?,2016,DGIST,기초학부,미래브레인추천전형
Q : 자신의 꿈은?,2016,DGIST,기초학부,미래브레인추천전형
Q : 자신의 장단점,2016,DGIST,기초학부,미래브레인추천전형
Q : 그런데 난 학생이 디지스트를 그렇게 원하는지 모르겠어요. 고려대 가면 되잖아요(대학교 어디 냈나는 말에 고려대 UNIST라고 대답함),2016,DGIST,기초학부,수시
Q : 그렇군요. 클래식 듣기가 취미인데....,2016,DGIST,기초학부,수시
Q : 디지스트가 학생을 왜 뽑아야 하나요?,2016,DGIST,기초학부,수시
Q : 성적이 1학년 때는 그다지 높지 않고 3학년이 되면서 눈에 띄게 올랐는데 비결이 뭔가요?,2016,DGIST,기초학부,수시
Q : 싫어하는 과목 있나요?,2016,DGIST,기초학부,수시
Q : 어쩌다 과학에 흥미를 가지게 되었나요?,2016,DGIST,기초학부,수시
Q : 자기소개 해봐요,2016,DGIST,기초학부,수시
Q : 잘 못하는 과목은요?,2016,DGIST,기초학부,수시
Q : 좋아하는 사람이 있나요:?,2016,DGIST,기초학부,수시
Q : 취미가 식물 키우기에요?,2016,DGIST,기초학부,수시
Q : 디지스트의 어떤 과정이 배려심을 높이는 데 도움이 될 것인가?(토의 문제 3번),2016,DGIST,기초학부,일반 ( 미래면접 )
Q : 배려의 의미는 무엇인가(토의 문제 1번),2016,DGIST,기초학부,일반 ( 미래면접 )
Q : 한국사회에 배려가 필요한 이유는 무엇인가(토의 문제 2번),2016,DGIST,기초학부,일반 ( 미래면접 )
Q : 디지스트에 입학하게 되면 OO고에서부터 7년이 넘게 OO에 있는데 괜찮나?,2016,DGIST,기초학부,일반 ( 미래면접 )
Q : 생기부를 보면 희망직업이 의사에서 자연과학연구원으로 바뀌었는데 이유가 있습니까?,2016,DGIST,기초학부,일반 ( 미래면접 )
Q : 자연과학연구원은 의사와 무엇이 다른가?,2016,DGIST,기초학부,일반 ( 미래면접 )
Q : [추가] A. 방금 적은 그 원리를 통해서 어떤 문제를 해결할 수 있는가.,2016,DGIST,무학과,일반전형
Q : [추가] A. 융복합 관련 예시와 그 원리에 대해서 알아 보시오.,2016,DGIST,무학과,일반전형
Q : (이후 20분간 문제풀이 및 물제 풀이에 관련된 잘못된 부분이나 확실히 알고 있는 가에 대한 평가),2016,DGIST,무학과,일반전형
Q : (이후 인성 면접) 여러 가지 논문을 ㅤㅆㅓㅅ는데 논문을 쓴 이유와 그 내용에 대해서 말해보시오.,2016,DGIST,무학과,일반전형
Q : 이후 약 25분간 토의.,2016,DGIST,무학과,일반전형
Q : 동아리 어디에 들어가고 싶습니까?,2016,DGIST,무학과,학교장추천전형(미래면접)
Q : 디지스트는 인문학교육도 강조하는데 평소 책을 좋아하시나요?,2016,DGIST,무학과,학교장추천전형(미래면접)
Q : 디지스트에 들어오면 공부를 많이 해야 하는데 괜찮나요?,2016,DGIST,무학과,학교장추천전형(미래면접)
Q : 마지막으로 하고 싶은 말 하세요.,2016,DGIST,무학과,학교장추천전형(미래면접)
Q : 자기소개와 입학동기를 설명해보세요,2016,DGIST,무학과,학교장추천전형(미래면접)
Q : 지금 건강상태는 괜찮나요?(자기소개서 내용),2016,DGIST,무학과,학교장추천전형(미래면접)
Q : 수학문제 : 타원에 관한 문제,2016,KAIST,무학과,일반전형
Q : [추가] 물리문제 : 평행한 도체판에 유전체를 삽입한 축전기에 관한 문제,2016,KAIST,무학과,일반전형
Q : [추가] 화학문제 : 엔트로피와 엔탈피를 이용하여 화학평형을 이용한 문제,2016,KAIST,무학과,일반전형
Q : (물리) 축전기에서의 유전체 유무에 따른 전압 및 전하량 변화에 대한 문제,2016,KAIST,무학과,일반전형
"Q : (생물) 아미노산 서열과 효소, 단백질에 관한 문제",2016,KAIST,무학과,일반전형
"Q : (수학) 타원 위의 한 점에서 접선의 방정식, 극선의 방정식, 세 변 접하는 삼각형에 대한 문제",2016,KAIST,무학과,일반전형
Q : 1분 동안 자기소개 해보세요.,2016,KAIST,무학과,일반전형
Q : 가치 있는 삶이란 무엇이라고 생각하나요?,2016,KAIST,무학과,일반전형
Q : 이 학교에 들어온 후 자신의 미래를 어떻게 계획해 나갈 것 인가요?,2016,KAIST,무학과,일반전형
Q : 자기소개를 해보세요.,2016,KAIST,무학과,일반전형
Q : 자신이 만든 기술 등을 가지고 다른 사람들에게 어떤 방식으로 나누어줄 계획이 있습니까?,2016,KAIST,무학과,일반전형
Q : 카이스트가 자신을 왜 뽑아야 하는지?,2016,KAIST,무학과,일반전형
Q : [추가] 자이로드롭제시,2016,KAIST,무학과,학교장 추천
"Q : 고등학교에 있으면 갈등, 역경을 극복한 사례 있나요?",2016,KAIST,무학과,학교장 추천
Q : 그러면 2번으로 돌아가서 위치에너지가 뭘로 바뀔까요?,2016,KAIST,무학과,학교장 추천
Q : 마지막으로 하고 싶은 말 해 보세요.,2016,KAIST,무학과,학교장 추천
"Q : 봉사활동을 했다고 적혀있는데, 어떤 것을 했는지",2016,KAIST,무학과,학교장 추천
"Q : 수학: 미분법 관련 문제가 1, 2, 3번으로 연계되어 나옴.",2016,KAIST,무학과,학교장 추천전형
Q : [추가] 물리: 자이드롭의 제동 원리를 렌츠 법칙과 관련지어 물어 봄.,2016,KAIST,무학과,학교장 추천전형
Q : [추가] 생물: MERS와 관련지어 바이러스에 대한 기초적인 지식을 물어 봄.,2016,KAIST,무학과,학교장 추천전형
Q : (들어오자마자) 자기소개 해보세요.,2016,KAIST,무학과,학교장 추천전형
Q : KAIST 지원동기에 대해 말해주세요.,2016,KAIST,무학과,학교장 추천전형
Q : 문제풀이 물리,2016,KAIST,무학과,학교장 추천전형
Q : 문제풀이 생물,2016,KAIST,무학과,학교장 추천전형
Q : 문제풀이 수학,2016,KAIST,무학과,학교장 추천전형
Q : 앞으로 대학에 와서 하고 싶은 공부를 말해주세요.,2016,KAIST,무학과,학교장 추천전형
"Q : 가 주어짐. 1) 을 가짐을 보여라 2)일 때 와 가 증가, 감소하는 구간 3)",2016,KAIST,무학과,학교장추천전형
"Q : 하기 싫은데 얼마 안 걸리는 일이 있고, 좋아하는데 오래 걸리는 일이 있다면 무엇을 먼저 할 것입니까?",2016,KAIST,무학과,학교장추천전형
Q : [추가] 공부 잘하는 학생들이 있는 반과 운동 잘하고 활발하지만 좀 거친 애들이 있는 반이 있는데 반장이라면 어느 반 반장을 맡고 싶냐.,2016,KAIST,무학과,학교장추천전형
Q : [추가]그냥 반장일 쉬워서 그런 반 맡는 거 아니에요?,2016,KAIST,무학과,학교장추천전형
Q : [추가]본인이 지금 자기 점수를 환경이 어려운 애를 위해 기부할 수 있나요?,2016,KAIST,무학과,학교장추천전형
Q : [추가]본인이 탈락할 수도 있는데?,2016,KAIST,무학과,학교장추천전형
Q : (자소서에) 봉사활동 했다고 적혀 있는데 어떤 것을 했는지?,2016,KAIST,무학과,학교장추천전형
"Q : 고등학교에 있으면 갈등, 역경을 극복한 사례 있나요?",2016,KAIST,무학과,학교장추천전형
Q : 그러면 2번으로 돌아가서 위치에너지가 뭘로 바뀔까요?,2016,KAIST,무학과,학교장추천전형
Q : 마지막으로 하고싶은 말 해 보세요.,2016,KAIST,무학과,학교장추천전형
"Q : 면접자가 학급 반장을 한다고 생각해보자. 첫 번째 반에는 운동 좋아하고 활발한 학생들, 두 번째 반에는 조용한 학생들, 세 번째 반에는 어떤 것에도 의욕이 없는 학생들이 있다. 어느 반 반장을 하고 싶은가?",2016,KAIST,무학과,학교장추천전형
Q : 수학 문제 푼 것 말해볼까요( 가장 왼쪽에 계신분이 물으심 틀렸다 맞췄다라고 만 말씀하심),2016,KAIST,무학과,학교장추천전형
Q : 수학시간 다 됐는데 물리 문제 해 볼까요.,2016,KAIST,무학과,학교장추천전형
Q : 예 2번 말해 보세요. (답 듣고) 3번 말해 보세요.,2016,KAIST,무학과,학교장추천전형
Q : 커서 기부할 생각이 있는가? 이 입학 면접에서 집안 형편이 어려운 친구(교육 기회가 적을 수 있는 친구)에게 점수를 주려고 한다. 본인 점수를 모르므로 합격 될지 불합격 될지 알 수 없는 상황인데 점수를 나누어 줄 생각이 있는가?,2016,KAIST,무학과,학교장추천전형
Q : 다른 대학면접본거 있어요?,2016,POSTECH,기계공학과,일반전형
Q : 생각을 어떻게 하고 있었길래? 하하,2016,POSTECH,기계공학과,일반전형
Q : 선생님께선 포스텍이 어떻데요?,2016,POSTECH,기계공학과,일반전형
Q : 와보니 어떻나요?,2016,POSTECH,기계공학과,일반전형
Q : 진학관련정보를 어디서 얻었나요?,2016,POSTECH,기계공학과,일반전형
Q : 창글리(카이스트캠프)간 건 왜 거기로 갔는지 선택할 수 있지 않았냐,2016,POSTECH,기계공학과,일반전형
Q : 포스텍 온 선배있는지 그런 선배가 포스텍이 어떻다고 하던지,2016,POSTECH,기계공학과,일반전형
Q : 포스텍 캠프있는데 왔는지?,2016,POSTECH,기계공학과,일반전형
Q : 포스텍에 처음 인가요?,2016,POSTECH,기계공학과,일반전형
Q : 포스텍의 장점이 뭐라고 생각하는지?,2016,POSTECH,기계공학과,일반전형
Q : 1학년 때 포스텍 김용민 총장님이 학교 방문 특강을 하셨는데(자기소개서 내용) 인상적이었던 점?,2016,POSTECH,단일계열,일반전형
Q : R&E 이후 관련 활동(주체적으로 알아나가고 공부하는)을 한 적이 있는가?,2016,POSTECH,단일계열,일반전형
Q : R&E 하면서 느낀 점?,2016,POSTECH,단일계열,일반전형
Q : 그 이후에 포스텍에 관심을 가지고 더 알아보려고 어떤 노력을 했는가?,2016,POSTECH,단일계열,일반전형
Q : 방 멘토였을 때 있었던 일(자기소개서 내용)을 어떻게 했는가?,2016,POSTECH,단일계열,일반전형
Q : 예전에 포스텍 와 본적 있나요?,2016,POSTECH,단일계열,일반전형
Q : 자기 자랑 해 봐라. 포스텍이 나를 꼭 뽑아야하는 이유! 내 몸값이 이만큼 비싸다!,2016,POSTECH,단일계열,일반전형
Q : 자기소개서 내용을 보면 ~한데 왜 의사가 아니라 과학자를 꿈꾸는가?,2016,POSTECH,단일계열,일반전형
Q : 포스텍에 관심을 가지게 된 계기?,2016,POSTECH,단일계열,일반전형
Q : 어떤 자연현상을 카메라로 찍어서 2배로 돌리면 빠르게 돌아가는데 그와 똑같은 현상이 일어나려면 자연의 기본 상수가 몇 배가 되야 할까?,2016,POSTECH,물리학과,일반전형
"Q : 기업인교육 받았다고 했는데, 선배들이 우리학교 뭐라고 하던가요?",2016,POSTECH,산업경영공학과,일반
Q : 마지막으로 하고 싶은 말,2016,POSTECH,산업경영공학과,일반
"Q : 발명활동 많이 했는데 혹시 무슨 비결, 습관, 방법 이런 게 있나요?",2016,POSTECH,산업경영공학과,일반
Q : 산업공학과에 대해 어떻게 알게 되었나요?,2016,POSTECH,산업경영공학과,일반
Q : 오니까 저번하고 느낌이 다르죠?,2016,POSTECH,산업경영공학과,일반
Q : 우리학교가 처음인가요?,2016,POSTECH,산업경영공학과,일반
Q : 자소서 2번 농구이야기 좀 더 해줄 수 있나요?,2016,POSTECH,산업경영공학과,일반
Q : 자소서 2번에 발명품이 있던데 다른 거 이야기 해줄수 있나요?,2016,POSTECH,산업경영공학과,일반
Q : 가족관계?,2016,POSTECH,컴퓨터공학과,일반
Q : 수학공부하면서 뭔가 깨달은 경험,2016,POSTECH,컴퓨터공학과,일반
Q : 어렵고 힘든일,2016,POSTECH,컴퓨터공학과,일반
Q : 왜 지원했다?,2016,POSTECH,컴퓨터공학과,일반
