내용,대입연도,대학명,모집단위,전형명
Q : 질문 드리겠습니다. 함수의 극한과 연속의 개념에 대해 배우셨죠? 극한 개념에 대해 설명해보세요,2022,DGIST,무학과,학생부종합 - 일반
Q : 네 맞습니다. 그러면 극한 개념을 이용해 f(x)=x^-2라는 함수의 0에서의 극한에 대해 설명해보세요.,2022,DGIST,무학과,학생부종합 - 일반
Q : 네 그러면 f(x)Xg(x)가 연속이 되게하는 g(x)의 예시로는 어떤 것이 있나요?,2022,DGIST,무학과,학생부종합 - 일반
"Q : g(x)=x^2이라 한다면, f(x)Xg(x)는 x=0에서 연속인가요? 이유를 들어서 설명해보세요.",2022,DGIST,무학과,학생부종합 - 일반
Q : 이상으로 수학 관련 질문을 마치도록 하겠습니다. (질문자 교체) 다음은 물리 관련 질문을 드리겠습니다. 여기 보니까 고급물리학에서 이중 슬릿 실험을 했다고 되어있네요. 이중 슬릿 실험이 갖는 의의가 뭔가 요?,2022,DGIST,무학과,학생부종합 - 일반
Q : 이중 슬릿 실험에서 보강 간섭 무늬 간 간격을 조절할 수 있는 방법이 무엇인가요?,2022,DGIST,무학과,학생부종합 - 일반
Q : 각각의 경우에 무늬 간 간격이 어떻게 변하나요?,2022,DGIST,무학과,학생부종합 - 일반
Q : 에너지 띠 이론에 대해 알죠? 에너지 띠에 전자가 채워지는 방식에 대해 설명해보세요.,2022,DGIST,무학과,학생부종합 - 일반
Q : 네 이상으로 물리 관련 질문도 마치도록 하겠습니다. (질문자 교체) 제출하신 서류에서 궁금한 점 몇개 에 대해 물어볼께요. 여기 서류에 보면 ‘세이버 매트릭스를 이용한 야구 경기 결과 예측하기’라는 활동을 하셨다고 했는데 어떻게 경기 결과를 예측한건가요?,2022,DGIST,무학과,학생부종합 - 일반
Q : 여기 보면 활동 도중에 조원들과의 의견 대립이 있었지만 원활히 해결했다고 되어있는데 어떤 갈등이 있었나요?,2022,DGIST,무학과,학생부종합 - 일반
Q : 최근 미래 예측과 관련해서 머신 러닝과 딥러닝 기술이 발전하고 있는걸 아시죠?(기술 동향에 대해 간 략히 설명) 이러한 딥러닝 기술을 학생이 진행했던 연구에 적용한다면 어떤 장점이 있을 것 같나요?,2022,DGIST,무학과,학생부종합 - 일반
"Q : 고등학교 내내 빅데이터에 관심을 갖고 데이터 과학자라는 구체적인 진로 계획을 세우게 되었다고 되어 있는데, 데이터 과학자라는 꿈을 갖게 된 계기와 DGIST에 지원하게 된 계기에 대해 말해주세요.",2022,DGIST,무학과,학생부종합 - 일반
Q : 시간이 1분 정도 남았는데 더 하고 싶은 말이 있나요?,2022,DGIST,무학과,학생부종합 - 일반
Q : 긴장하셨나요?,2022,DGIST,무학과,학생부종합 - 일반
Q : 먼저 수학부터 질문하도록 하겠습니다.,2022,DGIST,무학과,학생부종합 - 일반
Q : 평균 변화율에 대해서 설명해볼까요?,2022,DGIST,무학과,학생부종합 - 일반
Q : 순간 변화율에 대해서 설명해볼까요?,2022,DGIST,무학과,학생부종합 - 일반
Q : 미분계수의 기하학적 의미는 무엇이 있을까요?,2022,DGIST,무학과,학생부종합 - 일반
Q : 평균값 정리에 대해서 설명해볼까요?,2022,DGIST,무학과,학생부종합 - 일반
Q : 음.. 조금 부족한 것 같은데 평균값 정리가 연속함수이면 항상 성립하나요?,2022,DGIST,무학과,학생부종합 - 일반
Q : 그럼 평균값 정리가 연속함수인데도 성립 안하는 경우는 어떤 경우가 있을까요?,2022,DGIST,무학과,학생부종합 - 일반
Q : 이제 물리 관련 질문으로 넘어가도록 하겠습니다.,2022,DGIST,무학과,학생부종합 - 일반
Q : 포물선의 운동을 할 때 x축 방향으로는 어떤 운동을 y축 방향으로는 어떤 운동을 하나요?,2022,DGIST,무학과,학생부종합 - 일반
Q : 종단 속도에 대해 설명해볼까요?,2022,DGIST,무학과,학생부종합 - 일반
Q : 수학 성적이 학기가 가면 갈수록 좋아지는 경향이 있기는 한데 다른 과목에 비해서 조금 안 좋은데 그 이유를 한 번 말해줄래요? 이를 어떻게 극복했는지도 함께 말해주세요.,2022,DGIST,무학과,학생부종합 - 일반
Q : 디지스트에 오면 어떻게 공부할 것인지 구체적인 계획을 말해줄래요?,2022,DGIST,무학과,학생부종합 - 일반
Q : 혹시 디지스트에 오면 어떤 분야에서 공부를 할 것인지 말해줄래요?,2022,DGIST,무학과,학생부종합 - 일반
Q : 그럼 대학원에 개설된 것들 중에서 어떤 분야에서 공부를 할 것인가요?,2022,DGIST,무학과,학생부종합 - 일반
Q : 인생을 살아옴에 있어서 남을 도운 것에 있어 언제 가장 보람찼나요?,2022,DGIST,무학과,학생부종합 - 일반
Q : 고등학교 시절 리더쉽을 발휘한 경험에는 어떤 것이 있을까요?,2022,DGIST,무학과,학생부종합 - 일반
Q : 리더쉽을 발휘하는 동안 갈등은 없었나요?,2022,DGIST,무학과,학생부종합 - 일반
Q : 그럼 이를 어떻게 극복했는지 말씀해주실 수 있으신가요?,2022,DGIST,무학과,학생부종합 - 일반
Q : 이상으로 마치겠습니다.,2022,DGIST,무학과,학생부종합 - 일반
Q : 1분 자기소개 해주세요.,2022,DGIST,무학과,학생부종합 - 일반
Q : 빛의 입자성을 나타내는 실험을 설명해주세요.,2022,DGIST,무학과,학생부종합 - 일반
"Q : 그것 말고도 전자기파와 관련해서 다른 하나가 더 있을 것 같은데, 혹시 모르겠나요?",2022,DGIST,무학과,학생부종합 - 일반
Q : P형 반도체와 N형 반도체에 대해 설명해주세요.,2022,DGIST,무학과,학생부종합 - 일반
Q : 전반사 현상에 대해 설명해주실래요?,2022,DGIST,무학과,학생부종합 - 일반
Q : 전반사가 꼭 빛이 모두 반사되는 경우일까요?           A : 답변함.,2022,DGIST,무학과,학생부종합 - 일반
"Q : 2학년 때 고급물리학을 수강했다고 나오는데, 관성 모멘트에 대해 설명해주실래요?",2022,DGIST,무학과,학생부종합 - 일반
"Q : 기하 수업에서 GPS의 원리에 대해 배웠다고 하는데, 그 원리를 설명해주세요.",2022,DGIST,무학과,학생부종합 - 일반
Q : 그럼 GPS를 위해선 인공위성이 총 몇 개가 필요한 건가요?,2022,DGIST,무학과,학생부종합 - 일반
"Q : 아두이노 커피머신을 제작했다고 나오는 데, 자신이 맡았던 역할은 무엇이었나요?",2022,DGIST,무학과,학생부종합 - 일반
"Q : 자기소개서를 보면 코딩에 대해 관심이 많았던 것 같은데, 코딩 쪽으로 자신을 한번 어필해보세요.",2022,DGIST,무학과,학생부종합 - 일반
Q : 지원자 학생은 그럼 꿈이 전자공학 이런 쪽인가요?,2022,DGIST,무학과,학생부종합 - 일반
Q : 마지막으로 30초 정도 하고 싶은 말 있으면 해주세요.,2022,DGIST,무학과,학생부종합 - 일반
Q : 평균변화율과 순간변화율의 차이점이 무엇입니까?,2022,DGIST,무학과,학생부종합 - 일반
Q : 순간변화율의 기하학적 의미는 무엇입니까?,2022,DGIST,무학과,학생부종합 - 일반
Q : 접선의 기울기가 순간변화율인 이유가 무엇일까요?,2022,DGIST,무학과,학생부종합 - 일반
Q : 물체가 포물선운동을 할 때 작용하는 힘을 모두 말해보세요.,2022,DGIST,무학과,학생부종합 - 일반
Q : 실제로 그런 힘들이 모두 작용할까요?,2022,DGIST,무학과,학생부종합 - 일반
Q : 물체의 힘 평형 조건을 말해보세요,2022,DGIST,무학과,학생부종합 - 일반
Q : 돌림힘이 평형이 아닐 때의 조건을 말해보세요.,2022,DGIST,무학과,학생부종합 - 일반
Q : 평면상에서 일직선상에 있지 않은 두 힘의 합력을 구하는 방법을 설명해보세요.,2022,DGIST,무학과,학생부종합 - 일반
Q : 자신의 장점과 단점은 무엇이라고 생각합니까?,2022,DGIST,무학과,학생부종합 - 일반
Q : DGIST에 입학하게 된다면 여러 협동 활동들을 많습니다. 지원자의 단점이 큰 영향을 끼치진 않을까요?,2022,DGIST,무학과,학생부종합 - 일반
Q : 마지막으로 하고 싶은 말 있으십니까?,2022,DGIST,무학과,학생부종합 - 일반
Q : 등차수열의 정의가 무엇인가? 예시를 하나 들어라.,2022,DGIST,무학과,학생부종합 - 학교장추천
Q : 반도체의 정의는?,2022,DGIST,무학과,학생부종합 - 학교장추천
Q : 에너지띠 이론으로 설명해보세요. (순수 – 불순물 제조법을 설명해서 그런 듯),2022,DGIST,무학과,학생부종합 - 학교장추천
Q : Pn접합에 전류가 흐르게 하려면 어떻게 해야 하는가?,2022,DGIST,무학과,학생부종합 - 학교장추천
Q : 반대로 전극을 연결하면 왜 안 흐르는가?,2022,DGIST,무학과,학생부종합 - 학교장추천
Q : Pn접합과 반대로 동작하는 다이오드가 있다면 그 사용처는?,2022,DGIST,무학과,학생부종합 - 학교장추천
Q : 학업 이외에 대학 졸업하면 무엇이 되고 싶은가? / 친구들이 보기에 나는 어떤 사람인 것 같은가? 등의 학생이 어떤 사람인지에 대한 질문.,2022,DGIST,무학과,학생부종합 - 학교장추천
"Q : 안녕하세요!~ 웃는 모습 보니까 긴장은 안 하신 것 같은데, 쭉 그렇게 면접에 참여해주세요. 과학 질문 5분, 학생부 질문 5분 하겠습니다. (상당히 부드러우셨음.)",2022,DGIST,무학과,학생부종합 - 학교장추천
"Q : 3학년 물리학2 시간에 반도체에 대해서 공부하셨다고 되어 있는데, 반도체가 무엇인가요? (학생부에 한 줄 짤막하게 쓰여 있는 내용임. 준비하지 못한 부분이라 당황함.)",2022,DGIST,무학과,학생부종합 - 학교장추천
Q : 네~ 그럼 불순물 반도체를 어떻게 만들죠?,2022,DGIST,무학과,학생부종합 - 학교장추천
Q : p형 반도체에 사용되는 원소는 무엇인가요?,2022,DGIST,무학과,학생부종합 - 학교장추천
Q. : 그럼 n형 반도체에 사용되는 원소는 무엇인가요?,2022,DGIST,무학과,학생부종합 - 학교장추천
Q : 완벽하게 암기하고 계시네요. 그럼 발광 다이오드가 무엇인가요?,2022,DGIST,무학과,학생부종합 - 학교장추천
"Q : 이렇게 이렇게... (손으로 뭘 설명하셨는데, 이해 못함.)",2022,DGIST,무학과,학생부종합 - 학교장추천
"Q : 네~ 전 학생의 역량을 다 확인한 것 같으니, 이제 다른 면접관께서 질문할게요~ 아까처럼 계속 긴장하 지 말고 면접에 임해주세요.",2022,DGIST,무학과,학생부종합 - 학교장추천
Q : 지원동기에 대해 말씀해보세요.,2022,DGIST,무학과,학생부종합 - 학교장추천
Q. : 융복합 교육이 우리 학교에만 있는 것인가요? 다른 학교에도 있지 않나요? (상당히 공격적으로 말씀하 심.),2022,DGIST,무학과,학생부종합 - 학교장추천
Q. : 다른 학교에서도 실현할 수 있지 않나요? (계속 공격적인 태도. 일부러 학생을 당황하게 하고자 하심.),2022,DGIST,무학과,학생부종합 - 학교장추천
"Q : 독서 활동 중에, ‘엔트로피’라는 책을 읽으셨던데, 엔트로피란 무엇인가요?",2022,DGIST,무학과,학생부종합 - 학교장추천
Q. : 이 책에서 사용된 엔트로피의 정의를 물어보는 겁니다.,2022,DGIST,무학과,학생부종합 - 학교장추천
Q. : 네 그럼 가장 인상 깊었던 책이 무엇인가요?,2022,DGIST,무학과,학생부종합 - 학교장추천
"Q : 네~ 끝까지 긴장하지 않고 면접에 임해줘서 고마워요~ 마지막으로 하고 싶은 말 있으시면, 짧게 30초 정도 해보세요.",2022,DGIST,무학과,학생부종합 - 학교장추천
Q : 항공기를 띄우는 이론이 어떻게 되나요?,2022,DGIST,무학과,학생부종합 –학교장추천
"Q : 물리학의 파동에서 굴절, 간섭이 어떻게 발생되는지 말해보시오.",2022,DGIST,무학과,학생부종합 –학교장추천
