내용,대입연도,대학명,모집단위,전형명
Q : 지원 동기에 대해 말해주세요.,2023,GIST,기초학부,일반전형
Q : 여가 생활로 무엇을 하나요?,2023,GIST,기초학부,일반전형
Q : 우크라이나 전쟁에 대해 어떻게 생각하나요?,2023,GIST,기초학부,일반전형
Q : 롤 모델은 누구인가요?,2023,GIST,기초학부,일반전형
Q : 화성 탐사에 갈 기회가 생기면 갈 것인가요?,2023,GIST,기초학부,일반전형
Q : 간단한 자기소개 해주세요.,2023,GIST,기초학부,일반전형
Q : 미분의 정의를 말해보세요.,2023,GIST,기초학부,일반전형
Q : 행렬과 벡터를 배웠나요?,2023,GIST,기초학부,일반전형
Q : 2x2 행렬의 역행렬을 구하는 방법을 말해보세요.,2023,GIST,기초학부,일반전형
Q : 3x3 행렬의 역행렬을 구하는 방법도 알까요?,2023,GIST,기초학부,일반전형
Q : 벡터의 외적이 무엇인지 말해보세요.,2023,GIST,기초학부,일반전형
"Q : 조합논리회로에 대해 적혀있는데(생기부, 자소서), 가산기, 감산기의 만드는 방법은 무엇인가요?",2023,GIST,기초학부,일반전형
"Q : 부울 대수에서 꼭 필요한 요소를 열거해보면? (학생부, 자소서)",2023,GIST,기초학부,일반전형
"Q : 학생부에 MOSFET 관련 내용이 많은데, 교과서에 나와 있는 다른 트랜지스터는 무엇이 있나요? (생기부, 자소서)",2023,GIST,기초학부,일반전형
Q : 바이폴라 트랜지스터랑 MOSFET이랑 차이가 무엇인가요?,2023,GIST,기초학부,일반전형
Q : MOSFET이 바이폴라보다 더 많이 사용되는 이유가 무엇일까요?,2023,GIST,기초학부,일반전형
Q : 다른 더 중요한 이유가 있다면?,2023,GIST,기초학부,일반전형
Q : 포물선 운동에서 속력이 최대가 되는 지점은 어디인가요?,2023,GIST,기초학부,일반전형
"Q : 포물선 운동에서 속도와 가속도가 수직이 되는 지점이 있는지, 있다면 어디인지 말해주세요.",2023,GIST,기초학부,일반전형
Q : 포물선 운동할 때 가장 공을 멀리 던지려면 어떤 각도로 던져야 할까요?,2023,GIST,기초학부,일반전형
Q : 공기저항이 있을 때는 어떻게 던져야 할까요?,2023,GIST,기초학부,일반전형
"Q : 과학과 공학의 차이가 무엇이며, 두 사이 관계가 무엇일까요?",2023,GIST,기초학부,일반전형
Q : 공학은 과학의 도움을 받기만 한다고 생각하나요?,2023,GIST,기초학부,일반전형
Q : 그 예시를 들어보세요.,2023,GIST,기초학부,일반전형
Q : 어떨 때 스트레스를 받으시나요?,2023,GIST,기초학부,일반전형
Q : 스트레스를 어떻게 해소하나요?,2023,GIST,기초학부,일반전형
Q : 마지막으로 하고 싶은 말해주세요.,2023,GIST,기초학부,일반전형
Q : 미적분의 제2 정리에 관해서 설명해 보세요.,2023,GIST,기초학부,고른기회전형
Q : 평균값정리가 뭔지 알고 있나요?,2023,GIST,기초학부,고른기회전형
Q : 평균값정리를 극한에다가 적용하면 뭐가 될 것 같은가요?,2023,GIST,기초학부,고른기회전형
Q : 뉴턴의 제2 법칙이 뭔지 알고 있나요?,2023,GIST,기초학부,고른기회전형
Q : 뉴턴의 제2 법칙이 의미하는 게 뭔가요?,2023,GIST,기초학부,고른기회전형
Q : 그 의미도 맞지만 다른 의미도 말해보세요.,2023,GIST,기초학부,고른기회전형
Q : 운동량이 뭔지 알고 있나요?,2023,GIST,기초학부,고른기회전형
Q : 운동량을 변화시킬 수 있는 요인을 말해보세요.,2023,GIST,기초학부,고른기회전형
Q : 운동량과 뉴턴 제2 법칙 사이의 관계를 말해보세요.,2023,GIST,기초학부,고른기회전형
Q : 이제 자소서에서 물어보겠습니다. 자소서에 동아리 시간때 ~~~한 것이 있었다고 적혀있는데 구체적으 로 ~~~이 의미한 것은 무엇인지 그리고 그것을 어떻게 개선해 나갔는지 그 과정에서 느낀 점은 무엇인 지 이야기해 주세요.,2023,GIST,기초학부,고른기회전형
Q : 우리 학교에 오면 특히 하고 싶게 있나요?,2023,GIST,기초학부,고른기회전형
Q: 마지막으로 하고 싶은 말이 있다면?,2023,GIST,기초학부,고른기회전형
"Q : 독서 이력 5권 중에서 4권은 과학, 양자역학이라는 하나의 맥락에 맞는데, 감정에 관한 책은 좀 다른 종 류인 것 같은데 이 책은 왜 읽었나요?",2023,KAIST,무학과,일반전형
Q : 그러면 자소서 1번에 제시한 질문(고도로 발전한 인공지능과 사람은 구별 가능한가? 구별이 안 된다면  사람이 생각한다고 할 수 있는가?)에 이 책이 관련이 있나요?,2023,KAIST,무학과,일반전형
Q : 자소서 1번에 제시한 질문에서 인공신경망과 뇌의 신경망을 비교해보았다고 했는데 이것은 개인적으로  해본 일인가요?,2023,KAIST,무학과,일반전형
Q : 그럼 완전한 답은 못 찾았더라도 개인적으로 질문에 대한 답은 내렸나요?,2023,KAIST,무학과,일반전형
Q : 그런데 감정이라는 것도 결국 호르몬을 통해 일어나는 일이라면 화학적으로 구현이 되지 않을까요?,2023,KAIST,무학과,일반전형
Q : 그러면 이 질문에 답을 찾기 위해 카이스트에서 어떤 활동을 할 것인가요?,2023,KAIST,무학과,일반전형
Q : UCC 대회 상은 어떤 활동을 해서 받은 건가요?,2023,가천대,미디어커뮤니케이션학과,사회기여자전형
Q : 어떻게 1등을 할 수 있었다고 생각하나?,2023,가천대,미디어커뮤니케이션학과,사회기여자전형
Q : 국제경제 특성화 과정이 뭔가?,2023,가천대,미디어커뮤니케이션학과,사회기여자전형
Q : 다양한 활동을 하면서 진로와 관련하여 느낀 점은?,2023,가천대,미디어커뮤니케이션학과,사회기여자전형
Q : 그럼 제일 좋았던 활동과 싫었던 활동은?,2023,가천대,미디어커뮤니케이션학과,사회기여자전형
Q : 메타버스에 관해 설명해 보세요.,2023,가천대,미디어커뮤니케이션학과,사회기여자전형
Q : 앞으로 미디어로 인해 세상이 어떻게 변화할 것 같은지?,2023,가천대,미디어커뮤니케이션학과,사회기여자전형
Q : 매체이해력 교육 받아봤나요?,2023,가천대,미디어커뮤니케이션학과,사회기여자전형
Q : 마지막 할 말이 있으면 해주세요.,2023,가천대,미디어커뮤니케이션학과,사회기여자전형
Q : 이 학과에 지원하게 된 동기가 무엇인가요?,2023,가천대,소프트웨어전공,지역균형전형
Q : 학교에서 프로그래밍 활동을 한 적이 있는지 & 무엇을 했는지요?,2023,가천대,소프트웨어전공,지역균형전형
Q : 파이선 외에도 활용한 프로그램이 있었는지,2023,가천대,소프트웨어전공,지역균형전형
Q : 마지막으로 하고 싶은 말,2023,가천대,소프트웨어전공,지역균형전형
Q : 자기소개랑 진로에 맞는 역량과 이 학교에 오고 싶은 이유에 대해서 말해주세요. ,2023,가천대,유아교육과,사회기여자전형
Q : 교구 제작 능력을 갖추었다고 하셨는데 어떤 교구를 제작하셨나요?,2023,가천대,유아교육과,사회기여자전형
Q : 모의수업을 했다고 자기소개서에 적혀있는데 구체적으로 어떻게 했는지 설명해주세요.,2023,가천대,유아교육과,사회기여자전형
Q : 직접 아이들 앞에서 모의수업을 하였나요?,2023,가천대,유아교육과,사회기여자전형
Q : 봉사 시간이 많네요. 코로나시기에 봉사하기 쉽지 않았을 텐데 어떻게 이렇게 많이 했나요?,2023,가천대,유아교육과,사회기여자전형
Q : 자소서에 한글을 가르치는 교구를 제작했다고 하는데 설명해주세요.,2023,가천대,유아교육과,사회기여자전형
Q : 자소서에서 누리과정에 대해서 분석했다는데 누리과정이 무엇이며 어떤 분석을 했는지 설명해주세요.,2023,가천대,유아교육과,사회기여자전형
Q : 자기소개서에서 동화책을 제작했다고 하는데 어떻게 제작하였나요?,2023,가천대,유아교육과,사회기여자전형
Q : 마지막으로 하고 싶은 말 있나요?,2023,가천대,유아교육과,사회기여자전형
Q : 학교 올 때 불편한 점 없었나요?,2023,가천대,한국어문학과,농어촌(교과)전형
Q : 자기소개 해주세요.,2023,가천대,한국어문학과,농어촌(교과)전형
"Q : 기자가 되고 싶다고 했는데, 최근 관심 있게 본 기사 하나 소개해 주세요.",2023,가천대,한국어문학과,농어촌(교과)전형
"Q : 학생부에 존경하는 기자를 손석희 기자라고 하였는데, 다른 존경하는 기자가 있나요?",2023,가천대,한국어문학과,농어촌(교과)전형
"Q : 기레기라는 말이 있는 것처럼 기자의 사회적 인식이 좋지 못한데, 언론시장의 미래가 어떻다고 생각하 나요?",2023,가천대,한국어문학과,농어촌(교과)전형
Q : 다독상을 받은 거치고는 독서 활동이 적은데 다독상의 기준이 뭐죠?,2023,가천대,한국어문학과,농어촌(교과)전형
Q : 마지막으로 하고 싶은 말 있으면 해주세요.,2023,가천대,한국어문학과,농어촌(교과)전형
Q : 전교 회장을 했던데 뽑힐 수 있었던 자산의 장점은?,2023,가천대,화공생명공학과,가천바람개비전형
Q : 지원 동기는?,2023,가천대,화공생명공학과,가천바람개비전형
Q : 생활기록부에 탄소 포집 기술에 관해 탐구했다고 나와 있는데 이에 관해 설명해 보시오.,2023,가천대,화공생명공학과,가천바람개비전형
Q : 고분자 관련 책을 읽었던데 책 내용과 고분자의 특성에 관해 설명해 보시오.,2023,가천대,화공생명공학과,가천바람개비전형
Q : 그럼 이 면접실에 고분자는 무엇이 있을까요?,2023,가천대,화공생명공학과,가천바람개비전형
Q : 자소서에 굉장히 심도 있는 연구를 진행하였는데 이것 외에 본인이 심도 있게 진행한 연구가 있다면 말 씀해주세요.,2023,가톨릭대,의예과,학교장추천전형
Q : 본인이 그러한 연구를 진행한 이유는 무엇인가요?,2023,가톨릭대,의예과,학교장추천전형
Q : 학생부(행특)에 ~~이라고 적혀있는데 구체적인 사례를 말씀해주세요.,2023,가톨릭대,의예과,학교장추천전형
Q : 본인이 의사가 되는 데 가장 도움이 되는 것 같은 책이 있나요?,2023,가톨릭대,의예과,학교장추천전형
Q : 가장 인상 깊었던 봉사활동이 있다면 그 이유와 함께 말씀해주세요.,2023,가톨릭대,의예과,학교장추천전형
"Q : (시간이 20초 남짓 남은 상황에서) 공부를 되게 열심히 하신 것 같은데 혹시 본인만의 공부법 같은 게  있을까요? (MMI) 제시문: 원격의료에 관한 내용~, 코로나 이후에 법제적인 차원에서 부분적으로 원격의료의 시행을 허용~",2023,가톨릭대,의예과,학교장추천전형
Q1 : 원격의료가 사회 계층적으로 어떤 영향을 끼칠지를 말씀해보세요.,2023,가톨릭대,의예과,학교장추천전형
Q2 : 원격의료의 장단점은 무엇인가요?,2023,가톨릭대,의예과,학교장추천전형
Q2-1 : 본인은 찬성하는 쪽인가요 반대하는 쪽인가요?,2023,가톨릭대,의예과,학교장추천전형
Q2-2 : 원격의료가 시행되면 의사들이 대면 진료와 비대면 진료를 모두 병행하게 되는데 이에 따라 의사들 에게 부담이 가는 것은 어떻게 생각하나요?,2023,가톨릭대,의예과,학교장추천전형
Q : 자기소개 및 지원 동기를 말하세요.,2023,가톨릭상지대,간호학과,일반고전형
Q : 간호사가 갖추어야 할 자질은 무엇이라고 생각하는가?,2023,가톨릭상지대,간호학과,일반고전형
Q : 병원에서 신규 간호사로 일하고 있을 때 환자가 신규 간호사에게 주사 맞기 싫다고 하다면 어떻게 대처 할 것인가?,2023,가톨릭상지대,간호학과,일반고전형
Q : 마지막으로 하고 싶은 말? (하고 싶은 사람만 손들어서),2023,가톨릭상지대,간호학과,일반고전형
Q : 생태조경디자인학과에 지원하게 된 계기?,2023,강원대,생태조경디자인학과,미래인재전형
Q : 햇빛이 잘 들어오는 산책로를 만들기 위해 어떻게 해야 하는지 생각해 본 것이 있나?,2023,강원대,생태조경디자인학과,미래인재전형
Q : 독서 기록 중 ‘침묵의 봄’이라는 책을 읽고 활동한 게 있던데 조경과 어떤 식으로 연계했는지?,2023,강원대,생태조경디자인학과,미래인재전형
Q : 화학물질과 조경 관련하여 구체적으로 어떤 것을 생각해보았나요?,2023,강원대,생태조경디자인학과,미래인재전형
"Q : 2학년, 3학년 때 한 동아리 활동 중 기억에 남는 활동은? (2학년 3학년 둘 다 물어보심)",2023,강원대,생태조경디자인학과,미래인재전형
Q : 마지막으로 하고 싶은 말이 있는지?,2023,강원대,생태조경디자인학과,미래인재전형
Q : 3학년 1학기에 자율활동에 유연 근무제에 관한 내용이 있는데 유연 근무제에 대해서 어떤 생각이었나요? ,2023,건국대,경영학과,KU자기추천전형
Q : 3학년 동아리 시간에 비트코인을 주제로 토론했는데 그 주제에 대한 반대편의 의견은 무엇이었나요? ,2023,건국대,경영학과,KU자기추천전형
Q : 3학년 확률과 통계 시간에 사회현상을 조사했다고 적혀져 있는데 구체적으로 설명해주세요. ,2023,건국대,경영학과,KU자기추천전형
Q : 2학년 토론 시간에 ESG 경영에 대해 글을 썼는데 ESG 경영에서 G가 무엇을 뜻하는지 알고 있나요? ,2023,건국대,경영학과,KU자기추천전형
Q : 기업이 왜 ESG 경영을 해야 한다고 생각하나요? ,2023,건국대,경영학과,KU자기추천전형
Q : 마지막으로 하고 싶은 말이 있나요? ,2023,건국대,경영학과,KU자기추천전형
Q : 2학년 동아리에서 모의투자에서 자신만의 기업 마케팅 등의 활동에 관해 설명해주세요.,2023,건국대,경영학과,KU자기추천전형
Q : 그 활동에서 조사한 기업은 어디고 재무제표는 어땠는가요?,2023,건국대,경영학과,KU자기추천전형
Q : 더 조사한 내용은 있는지,2023,건국대,경영학과,KU자기추천전형
Q : 3학년 때 재미있는 활동을 했는데 ~~ 어떤 활동인가요? (자기소개서 내용),2023,건국대,경영학과,KU자기추천전형
Q : 아모르파티에 대해 학생부에 기록되어 있던데 이 아모르파티의 개념을 김연자의 노래에서는 잘 드러나고  있나요?,2023,건국대,국어국문학과,KU자기추천전형
Q : 서양철학 관련 내용이 많은데 학교 친구들이 서양철학 탐구하고 있으면 이상한 시선으로 봤을 것 같아요?,2023,건국대,국어국문학과,KU자기추천전형
Q : 한국어 파괴양상에 대해 어떻게 생각하나요?,2023,건국대,국어국문학과,KU자기추천전형
Q : 건국대학교 첫인상이 어땠나요?,2023,건국대,국어국문학과,KU자기추천전형
Q : C언어를 활용해서 한 활동에 대해 말해보세요.,2023,건국대,응용통계학과,KU자기추천전형
"Q : 진로 주제 심화 탐구활동 경진대회에서 수상을 했다고 적혀있는데, 이에 관해 설명해주세요.",2023,건국대,응용통계학과,KU자기추천전형
Q : 모표준편차와 표본표준편차에 대해 말해보세요.,2023,건국대,응용통계학과,KU자기추천전형
Q : 마지막으로 할 말이 있으면 해보세요. ,2023,건국대,응용통계학과,KU자기추천전형
Q : 응용통계학과에 지원한 동기는 무엇인가요? ,2023,건국대,응용통계학과,KU자기추천전형
Q : 과학과제연구 교과에서 표정 감정 분석을 통한 노래 추천 과정에서 한국인 표정 데이터를 통해 모델을  재학습했다고 나와 있습니다. 자료수집은 어떻게 했나요?,2023,건국대,컴퓨터공학과,KU자기추천전형
Q : 데이터가 분류되어 있었다는 말인가요?,2023,건국대,컴퓨터공학과,KU자기추천전형
Q : 모델을 재학습한 과정에 관해 설명해주세요.,2023,건국대,컴퓨터공학과,KU자기추천전형
Q : 표정에서 감정을 분석한 과정을 설명해주세요.,2023,건국대,컴퓨터공학과,KU자기추천전형
Q : OpenCV를 통해 영상을 촬영하여 얼굴 사진을 라이브러리에 제공하여 수행했다는 말인가요?,2023,건국대,컴퓨터공학과,KU자기추천전형
Q : 라이브러리를 활용하기 위해 지원자가 개발한 부분은 어디까지인가요?,2023,건국대,컴퓨터공학과,KU자기추천전형
"Q : 음악에서 감정을 추출했다고 나와 있는데, 어떤 기준으로 구분하였나요?",2023,건국대,컴퓨터공학과,KU자기추천전형
Q : 어떤 회사의 API를 이용했나요? (꼬리질문),2023,건국대,컴퓨터공학과,KU자기추천전형
Q : 노래 추천은 어떻게 진행되었나요? (꼬리질문),2023,건국대,컴퓨터공학과,KU자기추천전형
Q : 노래 제목을 API에 호출하면 원하는 수치가 나왔나요? (꼬리질문),2023,건국대,컴퓨터공학과,KU자기추천전형
Q : 표정에서 기쁨이 검출되는 신나는 노래를 추천하는 방식이었나요?,2023,건국대,컴퓨터공학과,KU자기추천전형
Q : 학교 공학 동아리를 3년 동안 수행했다고 나와 있습니다. 어느 활동이 가장 기억에 남나요?,2023,건국대,컴퓨터공학과,KU자기추천전형
Q : 지원자는 각각의 요소 중 어떤 기능을 담당하였나요?,2023,건국대,컴퓨터공학과,KU자기추천전형
Q : 게시판에서 어떤 기능을 구현하였나요?,2023,건국대,컴퓨터공학과,KU자기추천전형
Q : 작성한 게시글 관리는 어떻게 하였나요?,2023,건국대,컴퓨터공학과,KU자기추천전형
Q : React에서 제공하는 기능인가요? 아니면 직접 개발하였나요?,2023,건국대,컴퓨터공학과,KU자기추천전형
Q : 어떤 요소로 게시글이 구성되었나요?,2023,건국대,컴퓨터공학과,KU자기추천전형
Q : 각각의 파일로 저장하였나요? 또는 하나의 파일에 정리하였나요?,2023,건국대,컴퓨터공학과,KU자기추천전형
Q : 어떤 언어를 사용하였나요?,2023,건국대,컴퓨터공학과,KU자기추천전형
"Q : 1학년 정보 시간, 형태소 분석 프로그램을 만들었다고 적혀있습니다. 이에 관해 설명해주세요.",2023,건국대,컴퓨터공학과,KU자기추천전형
"Q : 영어의 경우 friend, friendly와 같이 다양한 형태로 바뀌는데, 이는 하나의 단어로 처리하였나요?",2023,건국대,컴퓨터공학과,KU자기추천전형
Q : 시간이 모두 지나갔네요. 마지막으로 하고 싶은 말 있으면 10초 정도만 해주세요.,2023,건국대,컴퓨터공학과,KU자기추천전형
Q : 예상 질문을 준비해오셨나요?,2023,건국대(글로컬),경제통상학과,Cogito 자기추천전형
Q : 보호무역과 자유무역의 뜻과 우리나라에 유리한 무역은 무엇인가?,2023,건국대(글로컬),경제통상학과,Cogito 자기추천전형
Q : 창업계획서의 내용은?,2023,건국대(글로컬),경제통상학과,Cogito 자기추천전형
Q : 학과에 들어와서 제일 먼저 하고 싶은 것은?,2023,건국대(글로컬),경제통상학과,Cogito 자기추천전형
Q : 지원 동기?,2023,경기대,호텔경영학과,KGU학생부종합전형
"Q : 2학년 때 아동센터에서 봉사했다고 되어있는데, 거기서 뭘 배웠는지?",2023,경기대,호텔경영학과,KGU학생부종합전형
Q : 꿈 창작 캠퍼스(자율활동)에서 뭘 배웠는지?,2023,경기대,호텔경영학과,KGU학생부종합전형
Q : 호텔직원에게 필요한 역량이 뭐라고 생각하는가?,2023,경기대,호텔경영학과,KGU학생부종합전형
Q : 미술교육과에 지원하기 위해 했던 노력 중 실기 준비과정에 대하여 설명해 보세요.,2023,경남대,미술교육과,학생부종합 일반학생전형
Q : 미술작품 중에서 가장 인상 깊은 작품이 있다면 이유가 무엇인지 설명해 보세요.,2023,경남대,미술교육과,학생부종합 일반학생전형
Q : 어떤 교사가 되고 싶은가?,2023,경남대,미술교육과,학생부종합 일반학생전형
"Q : (본인이 교사라면 예산을 A、B, C 중 어디에 쓸 것인지 묻는 제시문을 보고 C에 쓸 것이라고 답변하자  한 질문) ~하기 위해 C에 쓸 것이라고 답변했는데 ~를 A, B에 써서 할 수는 없나요?",2023,경인교대,초등교육과,교직적성전형
Q : ~한다고 했는데 예를 들면 어떤 게 있을까요?,2023,경인교대,초등교육과,교직적성전형
"Q : 교직 적성 제시문: 학교 숲 사업의 장점 2가지, 단점 2가지, 자기 생각을 말하세요.",2023,경인교대,초등교육과,교직적성전형
Q : (추가 질문 1) 초등학교 학생들이 야외수업에서 할 수 있는 것은?,2023,경인교대,초등교육과,교직적성전형
Q : (추가 질문 2) 학교 숲은 공간이 좁은데 이때 가장 중요시되어야 할 것은?,2023,경인교대,초등교육과,교직적성전형
"Q : 교직 인성 제시문: 학생들은 개별 학습을 원했지만, 교사가 모둠 학습으로 프로젝트를 진행한 상황, 그 러나 모둠 학습이 제대로 이루어지지 않음. 이때 본인이 교사라면 모둠 유지 or 모둠 재편성 or 개별 학 습 전환 중에 선택하고 근거를 말하기",2023,경인교대,초등교육과,교직적성전형
Q : (추가 질문 1) 교사가 모둠 학습이 더 교육적 효과가 있다고 판단한 경우는?,2023,경인교대,초등교육과,교직적성전형
Q : (추가 질문 2) 모둠 학습에서 개별 학습으로 전환할 때 가장 중요시되어야 할 것은?,2023,경인교대,초등교육과,교직적성전형
Q : 자기소개와 지원 동기 간단하게 30초 정도 해주세요.,2023,경희대,Hospitality 경영학과,종합전형
Q : 우리 과에 오는 많은 학생이 학생처럼 호텔리어를 꿈꾸고 입학하는데 그럼 호텔리어가 되고 싶은 이유는?,2023,경희대,Hospitality 경영학과,종합전형
"Q : 호텔이 하나의 지구촌이라고 하고 문화적인 부분을 강조했는데, 그럼, 호텔은 문화적인 요소가 강합니 까? (예상치 못한 질문이라 조금 당황함)",2023,경희대,Hospitality 경영학과,종합전형
"Q : 그럼, 호텔이 문화적인 측면을 드러내는 방법이 있을까요?",2023,경희대,Hospitality 경영학과,종합전형
Q : 인생에 살면서 힘들었던 순간이 있었을 텐데 고난에 대해 한 가지만 말해볼래요?,2023,경희대,Hospitality 경영학과,종합전형
Q : 학업적인 측면 말고 인간관계에서 고난은 없었나요?,2023,경희대,Hospitality 경영학과,종합전형
Q : 자기소개와 우리 과에 지원하게 된 동기를 간단하게 이야기 해주세요. ,2023,경희대,Hospitality 경영학부,네오르네상스전형
Q : 전공과 관련해서 가장 기억에 남는 활동이 무엇인가요?,2023,경희대,Hospitality 경영학부,네오르네상스전형
Q : MICE 산업이 무엇인가요?,2023,경희대,Hospitality 경영학부,네오르네상스전형
Q : 전공과 관련해서 가장 필요하다고 생각하는 능력이 무엇일까요?,2023,경희대,Hospitality 경영학부,네오르네상스전형
Q : MICE산업 전문가가 되고 싶어 하는 거 같은데 구체적으로 입사하고 싶은 회사가 있나요?,2023,경희대,Hospitality 경영학부,네오르네상스전형
Q1 : 간단하게 자기소개 30초 정도만 짧게 해볼까요?,2023,경희대,경영학과,네오르네상스 전형
Q1-1 : 좀 더 나은 사회란 무엇을 의미하나요?,2023,경희대,경영학과,네오르네상스 전형
"Q2 : (자기소개서에서 질문) 기업이 성장하는 일과 윤리적인 것을 지키는 일이 충돌하는 상황이 많이 발생 하는데, ~~ (예시 들어주심). 이러한 경우는 어떻게 해야 하나요?",2023,경희대,경영학과,네오르네상스 전형
Q2-1 : 그렇다면 그런 기업인들에게 어떤 조언을 해주고 싶나요?,2023,경희대,경영학과,네오르네상스 전형
"Q3 : (자기소개서에서 질문) 여기 보면 기본적인 기업 가치분석법을 활용했다고 했는데, 기업 가치분석법이  뭔가요?",2023,경희대,경영학과,네오르네상스 전형
Q4 : 수학 과목 성적이 다른 성적에 비해서는 조금 낮은 편인데 이에 대해 어떻게 생각하나요?,2023,경희대,경영학과,네오르네상스 전형
Q4-1 : 경영에서 수학이 아주 중요하다고 생각하나요?,2023,경희대,경영학과,네오르네상스 전형
