사례번호,줄번호,내용,대입연도,대학명,모집단위,전형명
6203,200770,2024대입 수시모집 면접 후기 [GIST 기초교육학부],2024,GIST,기초교육학부,일반전형
6203,200771,대학/학과,2024,GIST,기초교육학부,일반전형
6203,200772,GIST 기초교육학부,2024,GIST,기초교육학부,일반전형
6203,200773,전 형 명,2024,GIST,기초교육학부,일반전형
6203,200774,일반전형,2024,GIST,기초교육학부,일반전형
6203,200775,면접시간,2024,GIST,기초교육학부,일반전형
6203,200776,[면접위원 수] 12분[면접위원 2명]면접유형,2024,GIST,기초교육학부,일반전형
6203,200777,면접절차,2024,GIST,기초교육학부,일반전형
6203,200778,"온라인 면접 / 3일 전 사전테스트(면접 환경, 신분증, 수험표 확인 연습) - 면접 당일 30분 전 ZOOM ",2024,GIST,기초교육학부,일반전형
6203,200779,"입실, 면접 환경, 신분증, 수험표 확인) - 면접(면접관 3명 중 1명은 물리, 1명은 수학, 1명은 그 외를 ",2024,GIST,기초교육학부,일반전형
6203,200780,하셨음) - 퇴실,2024,GIST,기초교육학부,일반전형
6203,200781,면 접 특 징,2024,GIST,기초교육학부,일반전형
6203,200782,[유의사항],2024,GIST,기초교육학부,일반전형
6203,200783,◈ 온라인 면접,2024,GIST,기초교육학부,일반전형
6203,200784,"◈ 질문이 유독 많았고, 교과과정 개념 얘기를 자주 하심.",2024,GIST,기초교육학부,일반전형
6203,200785,질문 및 답변 내용 (질문 위주로 구체적으로 진술),2024,GIST,기초교육학부,일반전형
6203,200786,Q : 수학 관련 탐구를 정말 많이 한 거 같은데 테일러급수에 관해 설명해 주세요.,2024,GIST,기초교육학부,일반전형
6203,200787,Q : 학교생활 중 가장 인상 깊었던 활동을 말해주세요.,2024,GIST,기초교육학부,일반전형
6203,200788,A : 공학을 다루는 자세에서 시작해서 인간의 행복이라는 가치 실현을 위해 챗봇 개발 활동을 하였다고 말함.,2024,GIST,기초교육학부,일반전형
6203,200789,"(챗봇 개발의 구체적인 내용(RNN, 자연어 처리)에 관해 설명)",2024,GIST,기초교육학부,일반전형
6203,200790,Q : (꼬리질문) 활동 중 어려웠던 부분은?,2024,GIST,기초교육학부,일반전형
6203,200791,"A : 자연어 처리에 관해 공부하는 부분이 가장 어려웠던 것 같다. 한국어의 조사, 문법적 특징이 영어와 달라 ",2024,GIST,기초교육학부,일반전형
6203,200792,"형태소 단위로 분석하는 것이 어려웠고, 이를 Okt 클래스를 활용해 해결하였다.",2024,GIST,기초교육학부,일반전형
6203,200793,Q : 그럼 이후에는 띄어쓰기나 문법적 특징을 전부 고려할 수 있었나요?,2024,GIST,기초교육학부,일반전형
6203,200794,"A: : 그렇다. 하지만 만들어져 있는 라이브러리를 활용해 해결한 것이기 때문에, 나중에 자연어 처리에 관해 ",2024,GIST,기초교육학부,일반전형
6203,200795,깊게 탐구하여 직접 라이브러리의 도움 없이 모든 분석을 진행해 보고 싶다.,2024,GIST,기초교육학부,일반전형
6203,200796,Q : Chat GPT에 관해 어떻게 생각하시나요?,2024,GIST,기초교육학부,일반전형
6203,200797,Q : 학교생활 중 교과 외로 가장 인상 깊었던 활동은?,2024,GIST,기초교육학부,일반전형
6203,200798,Q : 자신의 장점이 무엇이라고 생각하나요?,2024,GIST,기초교육학부,일반전형
6203,200799,Q : 가장 인상 깊었던 책은? & 마지막으로 하고 싶은 말은?,2024,GIST,기초교육학부,일반전형
6203,200800,"[본인이 느꼈던 잘한 점, 아쉬운 점, 준비해야 할 것 / 후배에게 당부하고 싶은 사항]",2024,GIST,기초교육학부,일반전형
6203,200801,"◈ 우선, GIST의 활동과 인재상, 그리고 인상 깊었던 책을 반드시 외워서 예상치 못한 질문에도 이를 적절히 섞어 사용할 ",2024,GIST,기초교육학부,일반전형
6203,200802,"수 있을 정도로 연습이 되어야 한다. 그리고 자신의 목표를 확고히 정하고, 이를 바탕으로 활동들을 정리하여야 유연",2024,GIST,기초교육학부,일반전형
6203,200803,하게 답변이 가능할 것 같다.,2024,GIST,기초교육학부,일반전형
6203,200804,"◈ 고급 수학, 기하 등 자신이 공부한 수학 과목을 철저히 공부해야 하며, 학교생활기록부에 있는 활동을 전문가 수준으",2024,GIST,기초교육학부,일반전형
6203,200805,로 공부해서 가는 것이 좋을 것 같다. 과기원 특성상 깊은 수준의 이해를 요구하는 질문이 많다.,2024,GIST,기초교육학부,일반전형
6204,200806,2024대입 수시모집 면접 후기 [GIST 기초교육학부],2024,GIST,기초교육학부,학생부종합전형 학교장추천전형
6204,200807,대학/학과,2024,GIST,기초교육학부,학생부종합전형 학교장추천전형
6204,200808,GIST 기초교육학부,2024,GIST,기초교육학부,학생부종합전형 학교장추천전형
6204,200809,전 형 명,2024,GIST,기초교육학부,학생부종합전형 학교장추천전형
6204,200810,학생부종합전형 학교장추천전형,2024,GIST,기초교육학부,학생부종합전형 학교장추천전형
6204,200811,면접시간,2024,GIST,기초교육학부,학생부종합전형 학교장추천전형
6204,200812,[면접위원 수] 10분 [면접위원 2명]면접유형,2024,GIST,기초교육학부,학생부종합전형 학교장추천전형
6204,200813,면접절차대기실 대기 - 면접 고사장 앞 대기 - 면접 - 퇴장,2024,GIST,기초교육학부,학생부종합전형 학교장추천전형
6204,200814,면 접 특 징,2024,GIST,기초교육학부,학생부종합전형 학교장추천전형
6204,200815,[유의사항],2024,GIST,기초교육학부,학생부종합전형 학교장추천전형
6204,200816,"◈ 원래 면접 시간은 15분이지만, 빨리 끝내주셔서 10분 정도 걸림",2024,GIST,기초교육학부,학생부종합전형 학교장추천전형
6204,200817,◈ 오프라인 면접,2024,GIST,기초교육학부,학생부종합전형 학교장추천전형
6204,200818,"◈ 면접위원 2분, 1분은 학생부에서 교과 관련 질문, 1분은 활동 중 전공 관련 질문",2024,GIST,기초교육학부,학생부종합전형 학교장추천전형
